City,Region,Country,Source,Code,Latitude,Longitude,Time_Zone,Elevation,URL
Memphis,TN,USA,TMY--13893,723340,35.05,-90.00,-6.0,87.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TN/USA_TN_Memphis.Intl.AP.723340_TMY/USA_TN_Memphis.Intl.AP.723340_TMY.epw
Memphis International Ap,TN,USA,TMY3,723340,35.07,-89.98,-6.0,81.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TN/USA_TN_Memphis.Intl.AP.723340_TMY3/USA_TN_Memphis.Intl.AP.723340_TMY3.epw
NASHVILLE,TN,USA,TMY2-13897,723270,36.12,-86.68,-6.0,180.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TN/USA_TN_Nashville.723270_TMY2/USA_TN_Nashville.723270_TMY2.epw
Nashville,TN,USA,TMY--13897,723270,36.13,-86.68,-6.0,180.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TN/USA_TN_Nashville.Intl.AP.723270_TMY/USA_TN_Nashville.Intl.AP.723270_TMY.epw
Nashville International Ap,TN,USA,TMY3,723270,36.12,-86.68,-6.0,177.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TN/USA_TN_Nashville.Intl.AP.723270_TMY3/USA_TN_Nashville.Intl.AP.723270_TMY3.epw
Abilene Dyess Afb,TX,USA,TMY3,690190,32.43,-99.85,-6.0,545.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Abilene-Dyess.AFB.690190_TMY3/USA_TX_Abilene-Dyess.AFB.690190_TMY3.epw
ABILENE,TX,USA,TMY2-13962,722660,32.43,-99.68,-6.0,534.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Abilene.722660_TMY2/USA_TX_Abilene.722660_TMY2.epw
Abilene,TX,USA,TMY--13962,722660,32.42,-99.68,-6.0,546.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Abilene.Rgnl.AP.722660_TMY/USA_TX_Abilene.Rgnl.AP.722660_TMY.epw
Abilene Regional Ap  Ut,TX,USA,TMY3,722660,32.47,-99.71,-6.0,530.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Abilene.Rgnl.AP.722660_TMY3/USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw
Alice Intl Ap,TX,USA,TMY3,722517,27.73,-98.03,-6.0,53.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Alice.Intl.AP.722517_TMY3/USA_TX_Alice.Intl.AP.722517_TMY3.epw
AMARILLO,TX,USA,TMY2-23047,723630,35.23,-101.70,-6.0,1098.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Amarillo.723630_TMY2/USA_TX_Amarillo.723630_TMY2.epw
Amarillo,TX,USA,TMY--23047,723630,35.23,-101.70,-6.0,1099.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Amarillo.Intl.AP.723630_TMY/USA_TX_Amarillo.Intl.AP.723630_TMY.epw
Amarillo International Ap  Can,TX,USA,TMY3,723630,34.99,-101.90,-6.0,1068.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Amarillo.Intl.AP.723630_TMY3/USA_TX_Amarillo.Intl.AP.723630_TMY3.epw
Camp Mabry,TX,USA,TMY3,722544,30.32,-97.77,-6.0,198.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Austin-Camp.Mabry.722544_TMY3/USA_TX_Austin-Camp.Mabry.722544_TMY3.epw
Austin,TX,USA,TMY--13958,722540,30.30,-97.70,-6.0,189.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Austin-Mueller.Muni.AP.722540_TMY/USA_TX_Austin-Mueller.Muni.AP.722540_TMY.epw
Austin Mueller Municipal Ap  U,TX,USA,TMY3,722540,30.29,-97.74,-6.0,213.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Austin-Mueller.Muni.AP.722540_TMY3/USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw
AUSTIN,TX,USA,TMY2-13958,722540,30.30,-97.70,-6.0,189.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Austin.722540_TMY2/USA_TX_Austin.722540_TMY2.epw
PORT_ARTHUR,TX,USA,TMY2-12917,722410,29.95,-94.02,-6.0,7.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Beaumont-Port.Arthur.722410_TMY2/USA_TX_Beaumont-Port.Arthur.722410_TMY2.epw
Brownsville,TX,USA,TMY--12919,722500,25.90,-97.43,-6.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY/USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY.epw
Brownsville S Padre Isl Intl,TX,USA,TMY3,722500,25.90,-97.43,-6.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3/USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw
BROWNSVILLE,TX,USA,TMY2-12919,722500,25.90,-97.43,-6.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Brownsville.722500_TMY2/USA_TX_Brownsville.722500_TMY2.epw
Childress Municipal Ap,TX,USA,TMY3,723604,34.43,-100.28,-6.0,595.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Childress.Muni.AP.723604_TMY3/USA_TX_Childress.Muni.AP.723604_TMY3.epw
College Station Easterwood Fl,TX,USA,TMY3,722445,30.58,-96.37,-6.0,96.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_College.Station-Easterwood.Field.722445_TMY3/USA_TX_College.Station-Easterwood.Field.722445_TMY3.epw
CORPUS_CHRISTI,TX,USA,TMY2-12924,722510,27.77,-97.50,-6.0,13.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Corpus.Christi.722510_TMY2/USA_TX_Corpus.Christi.722510_TMY2.epw
Corpus Christi,TX,USA,TMY--12924,722510,27.77,-97.50,-6.0,13.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Corpus.Christi.Intl.AP.722510_TMY/USA_TX_Corpus.Christi.Intl.AP.722510_TMY.epw
Corpus Christi Intl Arpt  Ut,TX,USA,TMY3,722510,27.88,-97.63,-6.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Corpus.Christi.Intl.AP.722510_TMY3/USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw
Corpus Christi Nas,TX,USA,TMY3,722515,27.68,-97.28,-6.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Corpus.Christi.NAS.722515_TMY3/USA_TX_Corpus.Christi.NAS.722515_TMY3.epw
Cotulla Faa Ap,TX,USA,TMY3,722526,28.45,-99.22,-6.0,141.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Cotulla.AP.722526_TMY3/USA_TX_Cotulla.AP.722526_TMY3.epw
Cox Fld,TX,USA,TMY3,722587,33.63,-95.45,-6.0,171.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Cox.Field.722587_TMY3/USA_TX_Cox.Field.722587_TMY3.epw
Dalhart Municipal Ap,TX,USA,TMY3,722636,36.02,-102.55,-6.0,1216.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Dalhart.Muni.AP.722636_TMY3/USA_TX_Dalhart.Muni.AP.722636_TMY3.epw
Dallas Addison Arpt,TX,USA,TMY3,722598,32.97,-96.83,-6.0,196.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Dallas-Addison.AP.722598_TMY3/USA_TX_Dallas-Addison.AP.722598_TMY3.epw
Dallas Fort Worth Intl Ap,TX,USA,TMY3,722590,32.90,-97.02,-6.0,171.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3/USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw
Dallas Love Field,TX,USA,TMY3,722583,32.85,-96.85,-6.0,134.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Dallas-Love.Field.722583_TMY3/USA_TX_Dallas-Love.Field.722583_TMY3.epw
Dallas Redbird Arpt,TX,USA,TMY3,722599,32.68,-96.87,-6.0,201.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Dallas-Redbird.AP.722599_TMY3/USA_TX_Dallas-Redbird.AP.722599_TMY3.epw
Del Rio Laughlin Afb,TX,USA,TMY3,722615,29.37,-100.78,-6.0,327.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3/USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3.epw
Del Rio/Intl Ap,TX,USA,TMY--22010,722610,29.36,-100.78,-6.0,327.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Del.Rio.722610_TMY/USA_TX_Del.Rio.722610_TMY.epw
Del Rio  Ut,TX,USA,TMY3,722610,29.38,-100.91,-6.0,308.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Del.Rio.722610_TMY3/USA_TX_Del.Rio.722610_TMY3.epw
Draughon Miller Cen,TX,USA,TMY3,722577,31.15,-97.40,-6.0,213.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3/USA_TX_Draughon-Miller.Central.Texas.AP.722577_TMY3.epw
EL_PASO,TX,USA,TMY2-23044,722700,31.80,-106.40,-7.0,1194.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_El.Paso.722700_TMY2/USA_TX_El.Paso.722700_TMY2.epw
El Paso,TX,USA,TMY--23044,722700,31.80,-106.40,-7.0,1194.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_El.Paso.Intl.AP.722700_TMY/USA_TX_El.Paso.Intl.AP.722700_TMY.epw
El Paso International Ap  Ut,TX,USA,TMY3,722700,31.77,-106.50,-7.0,1186.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_El.Paso.Intl.AP.722700_TMY3/USA_TX_El.Paso.Intl.AP.722700_TMY3.epw
Fort Hood,TX,USA,TMY3,722570,31.13,-97.72,-6.0,280.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Fort.Hood.722570_TMY3/USA_TX_Fort.Hood.722570_TMY3.epw
Fort Worth Alliance,TX,USA,TMY3,722594,32.98,-97.32,-6.0,226.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Fort.Worth-Alliance.AP.722594_TMY3/USA_TX_Fort.Worth-Alliance.AP.722594_TMY3.epw
Fort Worth Meacham,TX,USA,TMY3,722596,32.82,-97.37,-6.0,209.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Fort.Worth-Meacham.AP.722596_TMY3/USA_TX_Fort.Worth-Meacham.AP.722596_TMY3.epw
Fort Worth/Meacham Fie,TX,USA,TMY-- 3927,722600,32.82,-97.37,-6.0,216.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Fort.Worth-Stephenville-Clark.Field.722600_TMY/USA_TX_Fort.Worth-Stephenville-Clark.Field.722600_TMY.epw
FORT_WORTH,TX,USA,TMY2-03927,722596,32.83,-97.05,-6.0,164.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Fort.Worth.722596_TMY2/USA_TX_Fort.Worth.722596_TMY2.epw
Fort Worth Nas,TX,USA,TMY3,722595,32.77,-97.45,-6.0,185.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Fort.Worth.NAS.722595_TMY3/USA_TX_Fort.Worth.NAS.722595_TMY3.epw
Galveston Scholes,TX,USA,TMY3,722420,29.30,-94.80,-6.0,16.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Galveston.722420_TMY3/USA_TX_Galveston.722420_TMY3.epw
Georgetown  Awos,TX,USA,TMY3,722547,30.68,-97.68,-6.0,240.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Georgetown.AWOS.722547_TMY3/USA_TX_Georgetown.AWOS.722547_TMY3.epw
Greenville Majors,TX,USA,TMY3,722588,33.07,-96.07,-6.0,163.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Greenville.Muni.AP.722588_TMY3/USA_TX_Greenville.Muni.AP.722588_TMY3.epw
Harlingen Rio Grande Valley I,TX,USA,TMY3,722505,26.23,-97.65,-6.0,10.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3/USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.epw
Hondo Municipal Ap,TX,USA,TMY3,722533,29.37,-99.17,-6.0,280.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Hondo.Muni.AP.722533_TMY3/USA_TX_Hondo.Muni.AP.722533_TMY3.epw
Houston/Intercontinent,TX,USA,TMY--12960,722430,29.97,-95.35,-6.0,33.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY/USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY.epw
Houston Bush Intercontinental,TX,USA,TMY3,722430,30.00,-95.37,-6.0,29.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3/USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw
Houston D W  Hooks,TX,USA,TMY3,722429,30.07,-95.55,-6.0,46.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Houston-D.W.Hooks.AP.722429_TMY3/USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.epw
Houston Ellington Afb  Clear L,TX,USA,TMY3,722436,29.57,-95.09,-6.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Houston-Ellington.AFB.722436_TMY3/USA_TX_Houston-Ellington.AFB.722436_TMY3.epw
HOUSTON,TX,USA,TMY2-12960,722430,29.98,-95.37,-6.0,33.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Houston-Intercontinental.722430_TMY2/USA_TX_Houston-Intercontinental.722430_TMY2.epw
Houston William P Hobby Ap,TX,USA,TMY3,722435,29.65,-95.28,-6.0,13.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Houston-William.P.Hobby.AP.722435_TMY3/USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.epw
Robert Gray Aaf,TX,USA,TMY3,722576,31.07,-97.83,-6.0,312.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3/USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3.epw
Killeen Muni  Awos,TX,USA,TMY3,722575,31.08,-97.68,-6.0,258.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Killeen.Muni.AWOS.722575_TMY3/USA_TX_Killeen.Muni.AWOS.722575_TMY3.epw
Kingsville/NAS,TX,USA,TMY--12928,722516,27.50,-97.82,-6.0,15.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Kingsville.722516_TMY/USA_TX_Kingsville.722516_TMY.epw
Kingsville,TX,USA,TMY3,722516,27.50,-97.82,-6.0,17.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Kingsville.722516_TMY3/USA_TX_Kingsville.722516_TMY3.epw
Laredo AFB,TX,USA,TMY--12907,722520,27.53,-99.46,-6.0,152.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Laredo.Intl.AP.722520_TMY/USA_TX_Laredo.Intl.AP.722520_TMY.epw
Laredo Intl Ap  Ut,TX,USA,TMY3,722520,27.57,-99.49,-6.0,142.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Laredo.Intl.AP.722520_TMY3/USA_TX_Laredo.Intl.AP.722520_TMY3.epw
Longview Gregg County Ap  Over,TX,USA,TMY3,722470,32.29,-94.98,-6.0,146.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Longview-Gregg.County.AP.722470_TMY3/USA_TX_Longview-Gregg.County.AP.722470_TMY3.epw
LUBBOCK,TX,USA,TMY2-23042,722670,33.65,-101.82,-6.0,988.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Lubbock.722670_TMY2/USA_TX_Lubbock.722670_TMY2.epw
Lubbock/Int'l Arpt,TX,USA,TMY--23042,722670,33.65,-101.82,-6.0,988.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Lubbock.Intl.AP.722670_TMY/USA_TX_Lubbock.Intl.AP.722670_TMY.epw
Lubbock International Ap,TX,USA,TMY3,722670,33.67,-101.82,-6.0,992.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Lubbock.Intl.AP.722670_TMY3/USA_TX_Lubbock.Intl.AP.722670_TMY3.epw
Lufkin,TX,USA,TMY--93987,722446,31.23,-94.75,-6.0,88.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Lufkin-Angelina.Co.AP.722446_TMY/USA_TX_Lufkin-Angelina.Co.AP.722446_TMY.epw
Lufkin Angelina Co,TX,USA,TMY3,722446,31.23,-94.75,-6.0,86.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3/USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw
LUFKIN,TX,USA,TMY2-93987,722446,31.23,-94.75,-6.0,96.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Lufkin.722446_TMY2/USA_TX_Lufkin.722446_TMY2.epw
Marfa Ap,TX,USA,TMY3,722640,30.37,-104.02,-6.0,1473.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Marfa.AP.722640_TMY3/USA_TX_Marfa.AP.722640_TMY3.epw
Mcallen Miller Intl Ap  Edinbu,TX,USA,TMY3,722506,26.31,-98.17,-6.0,30.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_McAllen-Miller.Intl.AP.722506_TMY3/USA_TX_McAllen-Miller.Intl.AP.722506_TMY3.epw
Mc Gregor  Awos,TX,USA,TMY3,722563,31.48,-97.32,-6.0,180.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_McGregor.AWOS.722563_TMY3/USA_TX_McGregor.AWOS.722563_TMY3.epw
MIDLAND,TX,USA,TMY2-23023,722650,31.93,-102.20,-6.0,871.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Midland-Odessa.722650_TMY2/USA_TX_Midland-Odessa.722650_TMY2.epw
Midland/Odessa,TX,USA,TMY--23023,722650,31.95,-102.18,-6.0,872.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Midland.Intl.AP.722650_TMY/USA_TX_Midland.Intl.AP.722650_TMY.epw
Midland International Ap,TX,USA,TMY3,722650,31.95,-102.18,-6.0,872.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Midland.Intl.AP.722650_TMY3/USA_TX_Midland.Intl.AP.722650_TMY3.epw
Mineral Wells Municipal Ap,TX,USA,TMY3,722597,32.78,-98.07,-6.0,284.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Mineral.Wells.Muni.AP.722597_TMY3/USA_TX_Mineral.Wells.Muni.AP.722597_TMY3.epw
Nacogdoches  Awos,TX,USA,TMY3,722499,31.58,-94.72,-6.0,108.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Nacogdoches.AWOS.722499_TMY3/USA_TX_Nacogdoches.AWOS.722499_TMY3.epw
Palacios Municipal Ap,TX,USA,TMY3,722555,28.72,-96.25,-6.0,5.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Palacios.Muni.AP.722555_TMY3/USA_TX_Palacios.Muni.AP.722555_TMY3.epw
Beaumont/Port Arthur,TX,USA,TMY--12917,722410,29.95,-94.02,-6.0,7.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY/USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY.epw
Port Arthur Jefferson County,TX,USA,TMY3,722410,29.95,-94.02,-6.0,5.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3/USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw
Randolph Afb,TX,USA,TMY3,722536,29.53,-98.28,-6.0,232.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Randolph.AFB.722536_TMY3/USA_TX_Randolph.AFB.722536_TMY3.epw
Rockport Aransas Co,TX,USA,TMY3,722524,28.08,-97.05,-6.0,8.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Rockport-Aransas.Co.AP.722524_TMY3/USA_TX_Rockport-Aransas.Co.AP.722524_TMY3.epw
San Angelo,TX,USA,TMY--23034,722630,31.37,-100.50,-6.0,582.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Angelo-Mathis.AP.722630_TMY/USA_TX_San.Angelo-Mathis.AP.722630_TMY.epw
San Angelo Mathis Field,TX,USA,TMY3,722630,31.35,-100.50,-6.0,584.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Angelo-Mathis.AP.722630_TMY3/USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw
SAN_ANGELO,TX,USA,TMY2-23034,722630,31.37,-100.50,-6.0,582.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Angelo.722630_TMY2/USA_TX_San.Angelo.722630_TMY2.epw
San Antonio Kelly Field Afb,TX,USA,TMY3,722535,29.38,-98.58,-6.0,208.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Antonio-Kelly.AFB.722535_TMY3/USA_TX_San.Antonio-Kelly.AFB.722535_TMY3.epw
San Antonio Stinson,TX,USA,TMY3,722523,29.33,-98.47,-6.0,176.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Antonio-Stinson.AP.722523_TMY3/USA_TX_San.Antonio-Stinson.AP.722523_TMY3.epw
SAN_ANTONIO,TX,USA,TMY2-12921,722536,29.53,-98.47,-6.0,242.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Antonio.722536_TMY2/USA_TX_San.Antonio.722536_TMY2.epw
San Antonio/Randolph A,TX,USA,TMY--12921,722530,29.53,-98.28,-6.0,232.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Antonio.Intl.AP.722530_TMY/USA_TX_San.Antonio.Intl.AP.722530_TMY.epw
San Antonio Intl Ap,TX,USA,TMY3,722530,29.53,-98.47,-6.0,247.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_San.Antonio.Intl.AP.722530_TMY3/USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw
Sherman-Denison,TX,USA,TMY--13923,722541,33.72,-96.67,-6.0,233.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Sherman-Perrin.AFB.722541_TMY/USA_TX_Sherman-Perrin.AFB.722541_TMY.epw
Tyler Pounds Fld,TX,USA,TMY3,722448,32.35,-95.40,-6.0,166.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Tyler-Pounds.Field.722448_TMY3/USA_TX_Tyler-Pounds.Field.722448_TMY3.epw
VICTORIA,TX,USA,TMY2-12912,722550,28.85,-96.92,-6.0,32.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Victoria.722550_TMY2/USA_TX_Victoria.722550_TMY2.epw
Victoria Regional Ap,TX,USA,TMY3,722550,28.87,-96.93,-6.0,35.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Victoria.Rgnl.AP.722550_TMY3/USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw
WACO,TX,USA,TMY2-13959,722560,31.62,-97.22,-6.0,155.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Waco.722560_TMY2/USA_TX_Waco.722560_TMY2.epw
Waco,TX,USA,TMY--13959,722560,31.62,-97.22,-6.0,155.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/USA/TX/USA_TX_Waco.Rgnl.AP.722560_TMY/USA_TX_Waco.Rgnl.AP.722560_TMY.epw
