City,Region,Country,Source,Code,Latitude,Longitude,Time_Zone,Elevation,URL
Nenjiang,Heilongjiang,CHN,CSWD,505570,49.17,125.23,8.0,242.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Nenjiang.505570_CSWD/CHN_Heilongjiang.Nenjiang.505570_CSWD.epw
Qiqihar,Heilongjiang,CHN,CSWD,507450,47.38,123.92,8.0,147.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Qiqihar.507450_CSWD/CHN_Heilongjiang.Qiqihar.507450_CSWD.epw
Shangzhi,Heilongjiang,CHN,CSWD,509680,45.22,127.97,8.0,189.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Shangzhi.509680_CSWD/CHN_Heilongjiang.Shangzhi.509680_CSWD.epw
Suifenhe,Heilongjiang,CHN,CSWD,540960,44.38,131.17,8.0,567.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Suifenhe.540960_CSWD/CHN_Heilongjiang.Suifenhe.540960_CSWD.epw
Sunwu,Heilongjiang,CHN,CSWD,505640,49.43,127.35,8.0,234.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Sunwu.505640_CSWD/CHN_Heilongjiang.Sunwu.505640_CSWD.epw
Tonghe,Heilongjiang,CHN,CSWD,509630,45.97,128.73,8.0,108.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Tonghe.509630_CSWD/CHN_Heilongjiang.Tonghe.509630_CSWD.epw
Zhaozhou,Heilongjiang,CHN,CSWD,509500,45.70,125.25,8.0,148.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Zhaozhou.509500_CSWD/CHN_Heilongjiang.Zhaozhou.509500_CSWD.epw
Anyang,Henan,CHN,CSWD,538980,36.05,114.40,8.0,62.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Anyang.538980_CSWD/CHN_Henan.Anyang.538980_CSWD.epw
Lushi,Henan,CHN,CSWD,570670,34.05,111.03,8.0,568.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Lushi.570670_CSWD/CHN_Henan.Lushi.570670_CSWD.epw
Nanyang,Henan,CHN,CSWD,571780,33.03,112.58,8.0,129.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Nanyang.571780_CSWD/CHN_Henan.Nanyang.571780_CSWD.epw
Shangqiu,Henan,CHN,CSWD,580050,34.45,115.67,8.0,50.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Shangqiu.580050_CSWD/CHN_Henan.Shangqiu.580050_CSWD.epw
Xinyang,Henan,CHN,CSWD,572970,32.13,114.05,8.0,114.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Xinyang.572970_CSWD/CHN_Henan.Xinyang.572970_CSWD.epw
Zhengzhou,Henan,CHN,CSWD,570830,34.72,113.65,8.0,110.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Zhengzhou.570830_CSWD/CHN_Henan.Zhengzhou.570830_CSWD.epw
Zhumadian,Henan,CHN,CSWD,572900,33.00,114.02,8.0,82.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Henan.Zhumadian.572900_CSWD/CHN_Henan.Zhumadian.572900_CSWD.epw
HONG KONG,SAR,CHN,CityUHK-45007,450070,22.32,114.17,8,65',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hong.Kong.SAR.450070_CityUHK/CHN_Hong.Kong.SAR.450070_CityUHK.epw
Exi,Hubei,CHN,CSWD,574470,30.28,109.47,8.0,457.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Exi.574470_CSWD/CHN_Hubei.Exi.574470_CSWD.epw
Laohekou,Hubei,CHN,CSWD,572650,32.38,111.67,8.0,90.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Laohekou.572650_CSWD/CHN_Hubei.Laohekou.572650_CSWD.epw
Macheng,Hubei,CHN,CSWD,573990,31.18,115.02,8.0,59.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Macheng.573990_CSWD/CHN_Hubei.Macheng.573990_CSWD.epw
Wuhan,Hubei,CHN,CSWD,574940,30.62,114.13,8.0,23.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Wuhan.574940_CSWD/CHN_Hubei.Wuhan.574940_CSWD.epw
WUHAN/NANHU,-,CHN,SWERA,574940,30.62,114.13,8.0,23.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Wuhan.574940_SWERA/CHN_Hubei.Wuhan.574940_SWERA.epw
Yichang,Hubei,CHN,CSWD,574610,30.70,111.30,8.0,133.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Yichang.574610_CSWD/CHN_Hubei.Yichang.574610_CSWD.epw
Yunxi,Hubei,CHN,CSWD,572510,33.00,110.42,8.0,249.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Yunxi.572510_CSWD/CHN_Hubei.Yunxi.572510_CSWD.epw
Zhongxiang,Hubei,CHN,CSWD,573780,31.17,112.57,8.0,65.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hubei.Zhongxiang.573780_CSWD/CHN_Hubei.Zhongxiang.573780_CSWD.epw
Changde,Hunan,CHN,CSWD,576620,29.05,111.68,8.0,35.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Changde.576620_CSWD/CHN_Hunan.Changde.576620_CSWD.epw
Changning,Hunan,CHN,CSWD,578740,26.42,112.40,8.0,116.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Changning.578740_CSWD/CHN_Hunan.Changning.578740_CSWD.epw
Changsha,Hunan,CHN,CSWD,576870,28.22,112.92,8.0,68.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Changsha.576870_CSWD/CHN_Hunan.Changsha.576870_CSWD.epw
CHANGSHA,-,CHN,SWERA,576870,28.23,112.87,8.0,68.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Changsha.576870_SWERA/CHN_Hunan.Changsha.576870_SWERA.epw
Jishou,Hunan,CHN,CSWD,576490,28.32,109.73,8.0,208.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Jishou.576490_CSWD/CHN_Hunan.Jishou.576490_CSWD.epw
Lingling,Hunan,CHN,CSWD,578660,26.23,111.62,8.0,172.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Lingling.578660_CSWD/CHN_Hunan.Lingling.578660_CSWD.epw
Nanxian,Hunan,CHN,CSWD,575740,29.37,112.40,8.0,36.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Nanxian.575740_CSWD/CHN_Hunan.Nanxian.575740_CSWD.epw
Shimen,Hunan,CHN,CSWD,575620,29.58,111.37,8.0,116.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Shimen.575620_CSWD/CHN_Hunan.Shimen.575620_CSWD.epw
Wugang,Hunan,CHN,CSWD,578530,26.73,110.63,8.0,341.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Wugang.578530_CSWD/CHN_Hunan.Wugang.578530_CSWD.epw
Zhijiang,Hunan,CHN,CSWD,577450,27.45,109.68,8.0,272.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Zhijiang.577450_CSWD/CHN_Hunan.Zhijiang.577450_CSWD.epw
Zhuzhou,Hunan,CHN,CSWD,577800,27.87,113.17,8.0,74.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hunan.Zhuzhou.577800_CSWD/CHN_Hunan.Zhuzhou.577800_CSWD.epw
Dongtai,Jiangsu,CHN,CSWD,582510,32.87,120.32,8.0,4.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangsu.Dongtai.582510_CSWD/CHN_Jiangsu.Dongtai.582510_CSWD.epw
Ganyu,Jiangsu,CHN,CSWD,580400,34.83,119.12,8.0,3.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangsu.Ganyu.580400_CSWD/CHN_Jiangsu.Ganyu.580400_CSWD.epw
Huaiyang-Qingjiang,Jiangsu,CHN,CSWD,581440,33.63,119.02,8.0,14.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangsu.Huaiyang-Qingjiang.581440_CSWD/CHN_Jiangsu.Huaiyang-Qingjiang.581440_CSWD.epw
Lusi,Jiangsu,CHN,CSWD,582650,32.07,121.60,8.0,5.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangsu.Lusi.582650_CSWD/CHN_Jiangsu.Lusi.582650_CSWD.epw
Nanjing,Jiangsu,CHN,CSWD,582380,32.83,118.80,8.0,7.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangsu.Nanjing.582380_CSWD/CHN_Jiangsu.Nanjing.582380_CSWD.epw
Xuzhou,Jiangsu,CHN,CSWD,580270,34.28,117.15,8.0,41.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangsu.Xuzhou.580270_CSWD/CHN_Jiangsu.Xuzhou.580270_CSWD.epw
Ganzhou,Jiangxi,CHN,CSWD,579930,25.87,115.00,8.0,137.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Ganzhou.579930_CSWD/CHN_Jiangxi.Ganzhou.579930_CSWD.epw
Jian,Jiangxi,CHN,CSWD,577990,27.05,114.92,8.0,71.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Jian.577990_CSWD/CHN_Jiangxi.Jian.577990_CSWD.epw
Jingdezhen,Jiangxi,CHN,CSWD,585270,29.30,117.20,8.0,61.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Jingdezhen.585270_CSWD/CHN_Jiangxi.Jingdezhen.585270_CSWD.epw
Nanchang,Jiangxi,CHN,CSWD,586060,28.60,115.92,8.0,46.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Nanchang.586060_CSWD/CHN_Jiangxi.Nanchang.586060_CSWD.epw
Nancheng,Jiangxi,CHN,CSWD,587150,27.58,116.65,8.0,80.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Nancheng.587150_CSWD/CHN_Jiangxi.Nancheng.587150_CSWD.epw
NANCHENG,-,CHN,SWERA,587150,27.58,116.65,8.0,82.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Nancheng.587150_SWERA/CHN_Jiangxi.Nancheng.587150_SWERA.epw
NANJING/NANKING,-,CHN,SWERA,582380,32.00,118.80,8.0,12.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Nanjing.582380_SWERA/CHN_Jiangxi.Nanjing.582380_SWERA.epw
Suichuan,Jiangxi,CHN,CSWD,578960,26.33,114.50,8.0,126.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Suichuan.578960_CSWD/CHN_Jiangxi.Suichuan.578960_CSWD.epw
Yichun,Jiangxi,CHN,CSWD,577930,27.80,114.38,8.0,131.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Yichun.577930_CSWD/CHN_Jiangxi.Yichun.577930_CSWD.epw
Yushan,Jiangxi,CHN,CSWD,586340,28.68,118.33,8.0,116.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jiangxi.Yushan.586340_CSWD/CHN_Jiangxi.Yushan.586340_CSWD.epw
Baicheng,Jilin,CHN,CSWD,509360,45.63,122.83,8.0,155.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Baicheng.509360_CSWD/CHN_Jilin.Baicheng.509360_CSWD.epw
Changchun,Jilin,CHN,CSWD,541610,43.90,125.22,8.0,236.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Changchun.541610_CSWD/CHN_Jilin.Changchun.541610_CSWD.epw
Donggang,Jilin,CHN,CSWD,542840,42.10,127.57,8.0,774.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Donggang.542840_CSWD/CHN_Jilin.Donggang.542840_CSWD.epw
Dunhua,Jilin,CHN,CSWD,541860,43.37,128.20,8.0,524.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Dunhua.541860_CSWD/CHN_Jilin.Dunhua.541860_CSWD.epw
Linjiang,Jilin,CHN,CSWD,543740,41.00,126.92,8.0,332.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Linjiang.543740_CSWD/CHN_Jilin.Linjiang.543740_CSWD.epw
Qian Gorlos,Jilin,CHN,CSWD,509490,45.08,124.87,8.0,136.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Qian.Gorlos.509490_CSWD/CHN_Jilin.Qian.Gorlos.509490_CSWD.epw
Siping,Jilin,CHN,CSWD,541570,43.17,124.33,8.0,165.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Siping.541570_CSWD/CHN_Jilin.Siping.541570_CSWD.epw
Yanji,Jilin,CHN,CSWD,542920,42.88,129.47,8.0,176.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Jilin.Yanji.542920_CSWD/CHN_Jilin.Yanji.542920_CSWD.epw
KASHI,-,CHN,SWERA,517090,39.47,75.98,8.0,1291.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Kinjiang.Uygar.Kashi.517090_SWERA/CHN_Kinjiang.Uygar.Kashi.517090_SWERA.epw
KUQA,-,CHN,SWERA,516440,41.72,82.95,8.0,1100.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Kinjiang.Uygur.Kuqa.516440_SWERA/CHN_Kinjiang.Uygur.Kuqa.516440_SWERA.epw
YINING,-,CHN,SWERA,514310,43.95,81.33,8.0,663.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Kinjiang.Uygur.Yining.514310_SWERA/CHN_Kinjiang.Uygur.Yining.514310_SWERA.epw
HOTAN,-,CHN,SWERA,518280,37.13,79.93,8.0,1375.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Kinjiang.Uyhur.Hotan.518280_SWERA/CHN_Kinjiang.Uyhur.Hotan.518280_SWERA.epw
Benxi,Liaoning,CHN,CSWD,543460,41.32,123.78,8.0,185.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Benxi.543460_CSWD/CHN_Liaoning.Benxi.543460_CSWD.epw
Chaoyang,Liaoning,CHN,CSWD,543240,41.55,120.45,8.0,169.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Chaoyang.543240_CSWD/CHN_Liaoning.Chaoyang.543240_CSWD.epw
Dalian,Liaoning,CHN,CSWD,546620,38.90,121.63,8.0,91.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Dalian.546620_CSWD/CHN_Liaoning.Dalian.546620_CSWD.epw
DALIAN/DAIREN/LUDA,-,CHN,SWERA,546620,38.90,121.63,8.0,97.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Dalian.546620_SWERA/CHN_Liaoning.Dalian.546620_SWERA.epw
Dandong,Liaoning,CHN,CSWD,544970,40.05,124.33,8.0,13.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Dandong.544970_CSWD/CHN_Liaoning.Dandong.544970_CSWD.epw
Jinzhou,Liaoning,CHN,CSWD,543370,41.68,121.12,8.0,65.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Jinzhou.543370_CSWD/CHN_Liaoning.Jinzhou.543370_CSWD.epw
Kuandian,Liaoning,CHN,CSWD,544930,40.72,124.78,8.0,260.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Kuandian.544930_CSWD/CHN_Liaoning.Kuandian.544930_CSWD.epw
Shenyang,Liaoning,CHN,CSWD,543420,41.73,123.45,8.0,44.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Shenyang.543420_CSWD/CHN_Liaoning.Shenyang.543420_CSWD.epw
SHENYANG,-,CHN,IWEC Data,543420,41.78,123.48,8.0,43.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Shenyang.543420_IWEC/CHN_Liaoning.Shenyang.543420_IWEC.epw
Xingcheng,Liaoning,CHN,CSWD,544550,40.58,120.70,8.0,10.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Xingcheng.544550_CSWD/CHN_Liaoning.Xingcheng.544550_CSWD.epw
Xinmin,Liaoning,CHN,CSWD,543330,41.98,122.83,8.0,30.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Xinmin.543330_CSWD/CHN_Liaoning.Xinmin.543330_CSWD.epw
Yingkou,Liaoning,CHN,CSWD,544710,40.67,122.27,8.0,3.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Yingkou.544710_CSWD/CHN_Liaoning.Yingkou.544710_CSWD.epw
Zhangwu,Liaoning,CHN,CSWD,542360,42.42,122.53,8.0,79.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Liaoning.Zhangwu.542360_CSWD/CHN_Liaoning.Zhangwu.542360_CSWD.epw
Abag Qi Hot,Nei Mongol,CHN,CSWD,531920,44.02,114.95,8.0,1126.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Abag.Qi.Hot.531920_CSWD/CHN_Nei.Mongol.Abag.Qi.Hot.531920_CSWD.epw
Arxan,Nei Mongol,CHN,CSWD,507270,47.17,119.93,8.0,997.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Arxan.507270_CSWD/CHN_Nei.Mongol.Arxan.507270_CSWD.epw
Bailingmiao,Nei Mongol,CHN,CSWD,533520,41.70,110.43,8.0,1376.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Bailingmiao.533520_CSWD/CHN_Nei.Mongol.Bailingmiao.533520_CSWD.epw
BAILING-MIAO,-,CHN,SWERA,533520,41.70,110.43,8.0,1377.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Bailingmiao.533520_SWERA/CHN_Nei.Mongol.Bailingmiao.533520_SWERA.epw
Bairin Zuo Qi,Nei Mongol,CHN,CSWD,540270,43.98,119.40,8.0,486.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Bairin.Zuo.Qi.540270_CSWD/CHN_Nei.Mongol.Bairin.Zuo.Qi.540270_CSWD.epw
Bayan Mod,Nei Mongol,CHN,CSWD,524950,40.17,104.80,8.0,1323.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Bayan.Mod.524950_CSWD/CHN_Nei.Mongol.Bayan.Mod.524950_CSWD.epw
Bugt,Nei Mongol,CHN,CSWD,506320,48.77,121.92,8.0,739.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Bugt.506320_CSWD/CHN_Nei.Mongol.Bugt.506320_CSWD.epw
BUGT,-,CHN,SWERA,506320,48.77,121.92,8.0,739.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Bugt.506320_SWERA/CHN_Nei.Mongol.Bugt.506320_SWERA.epw
Chifeng,Nei Mongol,CHN,CSWD,542180,42.27,118.93,8.0,568.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Chifeng.542180_CSWD/CHN_Nei.Mongol.Chifeng.542180_CSWD.epw
Dong Ujimqin Qi,Nei Mongol,CHN,CSWD,509150,45.52,116.97,8.0,838.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Dong.Ujimqin.Qi.509150_CSWD/CHN_Nei.Mongol.Dong.Ujimqin.Qi.509150_CSWD.epw
Dongsheng,Nei Mongol,CHN,CSWD,535430,39.83,109.98,8.0,1461.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Dongsheng.535430_CSWD/CHN_Nei.Mongol.Dongsheng.535430_CSWD.epw
Duolun,Nei Mongol,CHN,CSWD,542080,42.18,116.47,8.0,1245.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Duolun.542080_CSWD/CHN_Nei.Mongol.Duolun.542080_CSWD.epw
Ejin Qi,Nei Mongol,CHN,CSWD,522670,41.95,101.07,8.0,940.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Ejin.Qi.522670_CSWD/CHN_Nei.Mongol.Ejin.Qi.522670_CSWD.epw
EJIN_QI,-,CHN,SWERA,522670,41.95,101.07,8.0,941.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Ejin.Qi.522670_SWERA/CHN_Nei.Mongol.Ejin.Qi.522670_SWERA.epw
Erenhot,Nei Mongol,CHN,CSWD,530680,43.65,111.97,8.0,964.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Erenhot.530680_CSWD/CHN_Nei.Mongol.Erenhot.530680_CSWD.epw
Hailar,Nei Mongol,CHN,CSWD,505270,49.22,119.75,8.0,610.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Hailar.505270_CSWD/CHN_Nei.Mongol.Hailar.505270_CSWD.epw
Hailisu,Nei Mongol,CHN,CSWD,532310,41.40,106.40,8.0,1509.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Hailisu.532310_CSWD/CHN_Nei.Mongol.Hailisu.532310_CSWD.epw
Haliut,Nei Mongol,CHN,CSWD,533360,41.57,108.52,8.0,1288.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Haliut.533360_CSWD/CHN_Nei.Mongol.Haliut.533360_CSWD.epw
Hohhot,Nei Mongol,CHN,CSWD,534630,40.82,111.68,8.0,1063.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Hohhot.534630_CSWD/CHN_Nei.Mongol.Hohhot.534630_CSWD.epw
Huade,Nei Mongol,CHN,CSWD,533910,41.90,114.00,8.0,1482.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Huade.533910_CSWD/CHN_Nei.Mongol.Huade.533910_CSWD.epw
HUADE,-,CHN,SWERA,533910,41.90,114.00,8.0,1484.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Huade.533910_SWERA/CHN_Nei.Mongol.Huade.533910_SWERA.epw
Jartai,Nei Mongol,CHN,CSWD,535020,39.78,105.75,8.0,1031.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Jartai.535020_CSWD/CHN_Nei.Mongol.Jartai.535020_CSWD.epw
JARTAI,-,CHN,SWERA,535020,39.78,105.75,8.0,1033.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Jartai.535020_SWERA/CHN_Nei.Mongol.Jartai.535020_SWERA.epw
Jarud Qi,Nei Mongol,CHN,CSWD,540260,44.57,120.90,8.0,265.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Jarud.Qi.540260_CSWD/CHN_Nei.Mongol.Jarud.Qi.540260_CSWD.epw
Jurh,Nei Mongol,CHN,CSWD,532760,42.40,112.90,8.0,1150.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Jurh.532760_CSWD/CHN_Nei.Mongol.Jurh.532760_CSWD.epw
Kailu,Nei Mongol,CHN,CSWD,541340,43.60,121.28,8.0,241.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Kailu.541340_CSWD/CHN_Nei.Mongol.Kailu.541340_CSWD.epw
Linxi,Nei Mongol,CHN,CSWD,541150,43.60,118.07,8.0,799.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Linxi.541150_CSWD/CHN_Nei.Mongol.Linxi.541150_CSWD.epw
LINXI,-,CHN,SWERA,541150,43.60,118.07,8.0,800.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Linxi.541150_SWERA/CHN_Nei.Mongol.Linxi.541150_SWERA.epw
Manzhouli,Nei Mongol,CHN,CSWD,505140,49.57,117.43,8.0,661.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Manzhouli.505140_CSWD/CHN_Nei.Mongol.Manzhouli.505140_CSWD.epw
Otog Qi,Nei Mongol,CHN,CSWD,535290,39.10,107.98,8.0,1380.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Otog.Qi.535290_CSWD/CHN_Nei.Mongol.Otog.Qi.535290_CSWD.epw
Solon,Nei Mongol,CHN,CSWD,508340,46.60,121.22,8.0,499.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Solon.508340_CSWD/CHN_Nei.Mongol.Solon.508340_CSWD.epw
Tongliao,Nei Mongol,CHN,CSWD,541350,43.60,122.27,8.0,178.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Nei.Mongol.Tongliao.541350_CSWD/CHN_Nei.Mongol.Tongliao.541350_CSWD.epw
